(mc: 1, nc: 1, kc: 1): Cannot schedule.

(mc: 64, nc: 1, kc: 2): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 1, kc: 4): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 1, kc: 8): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 1, kc: 16): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 1, kc: 32): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 1, kc: 64): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 1, kc: 128): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 1, kc: 256): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 1, kc: 512): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 1, kc: 1024): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 1, kc: 2048): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 2, kc: 1): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 2, kc: 2): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 2, kc: 4): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 2, kc: 8): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 2, kc: 16): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 2, kc: 32): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 2, kc: 64): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 2, kc: 128): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 2, kc: 256): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 2, kc: 512): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 2, kc: 1024): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 2, kc: 2048): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 4, kc: 1): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 4, kc: 2): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 4, kc: 4): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 4, kc: 8): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 4, kc: 16): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 4, kc: 32): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 4, kc: 64): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 4, kc: 128): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 4, kc: 256): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 4, kc: 512): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 4, kc: 1024): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 4, kc: 2048): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 8, kc: 1): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 8, kc: 2): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 8, kc: 4): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 8, kc: 8): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 8, kc: 16): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 8, kc: 32): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 8, kc: 64): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 8, kc: 128): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 8, kc: 256): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 8, kc: 512): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 8, kc: 1024): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 8, kc: 2048): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 16, kc: 1): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 16, kc: 2): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 16, kc: 4): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 16, kc: 8): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 16, kc: 16): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 16, kc: 32): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 16, kc: 64): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 16, kc: 128): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 16, kc: 256): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 16, kc: 512): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 16, kc: 1024): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 16, kc: 2048): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 32, kc: 1): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 32, kc: 2): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 32, kc: 4): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 32, kc: 8): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 32, kc: 16): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 32, kc: 32): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 32, kc: 64): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 32, kc: 128): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 32, kc: 256): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 32, kc: 512): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 32, kc: 1024): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 32, kc: 2048): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 64, kc: 1): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 64, kc: 2): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 64, kc: 4): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 64, kc: 8): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 64, kc: 16): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 64, kc: 32): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 64, kc: 64): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 64, kc: 128): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 64, kc: 256): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 64, kc: 512): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 64, kc: 1024): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 64, kc: 2048): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 128, kc: 1): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 128, kc: 2): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 128, kc: 4): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 128, kc: 8): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 128, kc: 16): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 128, kc: 32): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 128, kc: 64): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 128, kc: 128): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 128, kc: 256): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 128, kc: 512): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 128, kc: 1024): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 128, kc: 2048): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 256, kc: 1): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 256, kc: 2): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 256, kc: 4): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 256, kc: 8): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 256, kc: 16): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 256, kc: 32): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 256, kc: 64): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 256, kc: 128): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 256, kc: 256): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 256, kc: 512): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 256, kc: 1024): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 256, kc: 2048): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 512, kc: 1): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 512, kc: 2): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 512, kc: 4): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 512, kc: 8): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 512, kc: 16): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 512, kc: 32): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 512, kc: 64): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 512, kc: 128): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 512, kc: 256): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 512, kc: 512): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 512, kc: 1024): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 512, kc: 2048): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 1024, kc: 1): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 1024, kc: 2): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 1024, kc: 4): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 1024, kc: 8): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 1024, kc: 16): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 1024, kc: 32): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 1024, kc: 64): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 1024, kc: 128): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 1024, kc: 256): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 1024, kc: 512): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 1024, kc: 1024): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 1024, kc: 2048): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 2048, kc: 1): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 2048, kc: 2): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 2048, kc: 4): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 2048, kc: 8): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 2048, kc: 16): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 2048, kc: 32): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 2048, kc: 64): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 2048, kc: 128): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 2048, kc: 256): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 2048, kc: 512): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 2048, kc: 1024): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 64, nc: 2048, kc: 2048): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 1, kc: 1): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 1, kc: 2): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 1, kc: 4): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 1, kc: 8): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 1, kc: 16): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 1, kc: 32): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 1, kc: 64): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 1, kc: 128): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 1, kc: 256): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 1, kc: 512): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 1, kc: 1024): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 1, kc: 2048): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 2, kc: 1): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 2, kc: 2): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 2, kc: 4): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 2, kc: 8): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 2, kc: 16): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 2, kc: 32): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 2, kc: 64): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 2, kc: 128): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 2, kc: 256): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 2, kc: 512): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 2, kc: 1024): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 2, kc: 2048): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 4, kc: 1): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 4, kc: 2): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 4, kc: 4): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 4, kc: 8): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 4, kc: 16): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 4, kc: 32): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 4, kc: 64): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 4, kc: 128): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 4, kc: 256): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 4, kc: 512): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 4, kc: 1024): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 4, kc: 2048): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 8, kc: 1): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 8, kc: 2): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 8, kc: 4): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 8, kc: 8): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 8, kc: 16): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 8, kc: 32): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 8, kc: 64): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 8, kc: 128): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 8, kc: 256): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 8, kc: 512): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 8, kc: 1024): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 8, kc: 2048): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 16, kc: 1): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 16, kc: 2): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 16, kc: 4): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 16, kc: 8): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 16, kc: 16): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 16, kc: 32): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 16, kc: 64): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 16, kc: 128): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 16, kc: 256): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 16, kc: 512): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 16, kc: 1024): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 16, kc: 2048): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 32, kc: 1): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 32, kc: 2): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 32, kc: 4): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 32, kc: 8): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 32, kc: 16): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 32, kc: 32): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 32, kc: 64): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 32, kc: 128): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 32, kc: 256): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 32, kc: 512): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 32, kc: 1024): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 32, kc: 2048): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 64, kc: 1): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 64, kc: 2): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 64, kc: 4): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 64, kc: 8): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 64, kc: 16): Cannot schedule.
Current best params: (mc: 2, nc: 4, kc: 2): 0s 274455716ns

(mc: 128, nc: 64, kc: 32): Cannot schedule.
